text,intent,intent_name,n_tokens,language,clean_text,n_orig,n_clean,reduccion
what do you need to make pancakes,3,ingredients_list,7.0,en,need make pancake,7,3,57.14285714285714
what stuff do you dump in an omelette,3,ingredients_list,8.0,en,stuff dump omelette,8,3,62.5
what do you use when you make a chef's salad,3,ingredients_list,10.0,en,use when make chef salad,10,5,50.0
what do you purchase to put in a shepherd's pie,3,ingredients_list,10.0,en,purchase shepherd pie,10,3,70.0
what do you put in a tibetan omelette,3,ingredients_list,8.0,en,tibetan omelette,8,2,75.0
what do you mix to make a chocolate cake,3,ingredients_list,9.0,en,mix make chocolate cake,9,4,55.55555555555556
what does subway use to make a cold cut combo,3,ingredients_list,10.0,en,subway use make cold cut combo,10,6,40.0
what do you need to make general tsao's chicken,3,ingredients_list,9.0,en,need make general tsao chicken,9,5,44.44444444444444
what do you put in avocado dip,3,ingredients_list,7.0,en,avocado dip,7,2,71.42857142857143
what ingredients are in sushi,3,ingredients_list,5.0,en,ingredient sushi,5,2,60.0
what does it take to make buttermilk pancakes,3,ingredients_list,8.0,en,make buttermilk pancake,8,3,62.5
what do i need to buy to make pierogi,3,ingredients_list,9.0,en,need buy make pierogi,9,4,55.55555555555556
what do i need to get to put into homemade tortillas,3,ingredients_list,11.0,en,need homemade tortilla,11,3,72.72727272727273
what food items do you put in english breakfast,3,ingredients_list,9.0,en,food item english breakfast,9,4,55.55555555555556
what foods do i buy to put into a korean dinner,3,ingredients_list,11.0,en,food buy korean dinner,11,4,63.63636363636363
what do you need to make dandelion wine properly,3,ingredients_list,9.0,en,need make dandelion wine properly,9,5,44.44444444444444
what ingredients are in cake,3,ingredients_list,5.0,en,ingredient cake,5,2,60.0
what ingredients are in tortillas,3,ingredients_list,5.0,en,ingredient tortillas,5,2,60.0
what ingredients are in mashed potatoes,3,ingredients_list,6.0,en,ingredient mashed potato,6,3,50.0
what ingredients are in dough,3,ingredients_list,5.0,en,ingredient dough,5,2,60.0
what ingredients are in chips,3,ingredients_list,5.0,en,ingredient chip,5,2,60.0
the ingredients in pizza are what,3,ingredients_list,6.0,en,ingredient pizza,6,2,66.66666666666666
list the ingredients in pizza,3,ingredients_list,5.0,en,list ingredient pizza,5,3,40.0
which ingredients are in pizza,3,ingredients_list,5.0,en,ingredient pizza,5,2,60.0
pizza has which ingredients,3,ingredients_list,4.0,en,pizza ingredient,4,2,50.0
the ingredients in pizza are which ones,3,ingredients_list,7.0,en,ingredient pizza,7,2,71.42857142857143
what ingredients do i need to make salmon salad,3,ingredients_list,9.0,en,ingredient need make salmon salad,9,5,44.44444444444444
what ingredients go in spaghetti,3,ingredients_list,5.0,en,ingredient spaghetti,5,2,60.0
what ingredients do i need to make pizza,3,ingredients_list,8.0,en,ingredient need make pizza,8,4,50.0
what ingredients do i need to make pancakes,3,ingredients_list,8.0,en,ingredient need make pancake,8,4,50.0
what ingredients do i need to make potato skins,3,ingredients_list,9.0,en,ingredient need make potato skin,9,5,44.44444444444444
what ingredients go in mashed potato,3,ingredients_list,6.0,en,ingredient mashed potato,6,3,50.0
what ingredients go in potato skins,3,ingredients_list,6.0,en,ingredient potato skin,6,3,50.0
what ingredients do i need to make spaghetti,3,ingredients_list,8.0,en,ingredient need make spaghetti,8,4,50.0
what ingredients go in a milky way,3,ingredients_list,7.0,en,ingredient milky way,7,3,57.14285714285714
what ingredients go in pizza,3,ingredients_list,5.0,en,ingredient pizza,5,2,60.0
what ingredients are necessary for a steak,3,ingredients_list,7.0,en,ingredient necessary steak,7,3,57.14285714285714
"in making an omelette, what ingredients do i need",3,ingredients_list,9.0,en,make omelette ingredient need,9,4,55.55555555555556
"in terms of making scrambled eggs, what ingredients do i need",3,ingredients_list,11.0,en,term make scrambled egg ingredient need,11,6,45.45454545454545
what ingredients do i need for chicken breast,3,ingredients_list,8.0,en,ingredient need chicken breast,8,4,50.0
can you give me a french dinner suggestion,1,meal_suggestion,8.0,en,french dinner suggestion,8,3,62.5
"suggest a meal from laos to me, please",1,meal_suggestion,8.0,en,suggest meal laos,8,3,62.5
can you give me a vietnamese meal suggestion,1,meal_suggestion,8.0,en,vietnamese meal suggestion,8,3,62.5
suggest a meal from burma to me,1,meal_suggestion,7.0,en,suggest meal burma,7,3,57.14285714285714
can you give me a vietnamese dinner suggestion,1,meal_suggestion,8.0,en,vietnamese dinner suggestion,8,3,62.5
"suggest a meal from thailand to me, please",1,meal_suggestion,8.0,en,suggest meal thailand,8,3,62.5
"can you give me a thai meal suggestion, please",1,meal_suggestion,9.0,en,thai meal suggestion,9,3,66.66666666666666
"can you give me a vietnamese meal suggestion, please",1,meal_suggestion,9.0,en,vietnamese meal suggestion,9,3,66.66666666666666
"can you give me a burmese meal suggestion, please",1,meal_suggestion,9.0,en,burmese meal suggestion,9,3,66.66666666666666
"suggest a meal from burma to me, please",1,meal_suggestion,8.0,en,suggest meal burma,8,3,62.5
can you give me a burmese dinner suggestion,1,meal_suggestion,8.0,en,burmese dinner suggestion,8,3,62.5
can you give me a thai meal suggestion,1,meal_suggestion,8.0,en,thai meal suggestion,8,3,62.5
can you give me a thai dinner suggestion,1,meal_suggestion,8.0,en,thai dinner suggestion,8,3,62.5
suggest a meal from thailand to me,1,meal_suggestion,7.0,en,suggest meal thailand,7,3,57.14285714285714
give me italian meal ideas,1,meal_suggestion,5.0,en,italian meal idea,5,3,40.0
suggest an italian meal for me,1,meal_suggestion,6.0,en,suggest italian meal,6,3,50.0
can you suggest meals from italy to me,1,meal_suggestion,8.0,en,suggest meal italy,8,3,62.5
may you suggest a meal from italy to me,1,meal_suggestion,9.0,en,suggest meal italy,9,3,66.66666666666666
please suggest meals from italy to me,1,meal_suggestion,7.0,en,suggest meal italy,7,3,57.14285714285714
can you tell me a good indian dish to make,1,meal_suggestion,10.0,en,tell good indian dish make,10,5,50.0
got any good dinner ideas,1,meal_suggestion,5.0,en,good dinner idea,5,3,40.0
what's a simple chinese recipe for dinner,1,meal_suggestion,7.0,en,simple chinese recipe dinner,7,4,42.857142857142854
do you know an good pasta dishes,1,meal_suggestion,7.0,en,know good pasta dish,7,4,42.857142857142854
what can i make for dinner using ground beef,1,meal_suggestion,9.0,en,make dinner use ground beef,9,5,44.44444444444444
i need new dinner ideas,1,meal_suggestion,5.0,en,need new dinner idea,5,4,20.0
what can i make for dinner,1,meal_suggestion,6.0,en,make dinner,6,2,66.66666666666666
do you know any greek dishes i could make for dinner,1,meal_suggestion,11.0,en,know greek dish make dinner,11,5,54.54545454545454
what do you think would be a good dinner,1,meal_suggestion,9.0,en,think good dinner,9,3,66.66666666666666
what would be good for dinner,1,meal_suggestion,6.0,en,good dinner,6,2,66.66666666666666
what should i have for dinner,1,meal_suggestion,6.0,en,dinner,6,1,83.33333333333334
i'd like to get dinner suggestions for thai food,1,meal_suggestion,9.0,en,like dinner suggestion thai food,9,5,44.44444444444444
get me italian cuisine dinner suggestions,1,meal_suggestion,6.0,en,italian cuisine dinner suggestion,6,4,33.33333333333333
would you provide me with italian cuisine dinner suggestions,1,meal_suggestion,9.0,en,provide italian cuisine dinner suggestion,9,5,44.44444444444444
i'm needing dinner suggestions for mexican food,1,meal_suggestion,7.0,en,need dinner suggestion mexican food,7,5,28.57142857142857
what's the pizza like around here,1,meal_suggestion,6.0,en,pizza like,6,2,66.66666666666666
what's the best pizza place around here,1,meal_suggestion,7.0,en,good pizza place,7,3,57.14285714285714
how tasty is the pizza here,1,meal_suggestion,6.0,en,how tasty pizza,6,3,50.0
what would you suggest for dinner,1,meal_suggestion,6.0,en,suggest dinner,6,2,66.66666666666666
i need dinner ideas,1,meal_suggestion,4.0,en,need dinner idea,4,3,25.0
i need a mexican meal suggesstion,1,meal_suggestion,6.0,en,need mexican meal suggesstion,6,4,33.33333333333333
help me decide what mexican meal i want,1,meal_suggestion,8.0,en,help decide mexican meal want,8,5,37.5
what kind of mexican meal should i get,1,meal_suggestion,8.0,en,kind mexican meal,8,3,62.5
which mexican meal would be good,1,meal_suggestion,6.0,en,mexican meal good,6,3,50.0
"i need to cook, what should i make",1,meal_suggestion,8.0,en,need cook make,8,3,62.5
"i can't decide on dinner, what do you suggest",1,meal_suggestion,9.0,en,not decide dinner suggest,9,4,55.55555555555556
suggest a good mexican meal to me,1,meal_suggestion,7.0,en,suggest good mexican meal,7,4,42.857142857142854
do you have any suggestions for a meal from australia,1,meal_suggestion,10.0,en,suggestion meal australia,10,3,70.0
i'd like you to give me an idea for a meal from iceland,1,meal_suggestion,13.0,en,like idea meal iceland,13,4,69.23076923076923
can you suggest any good meals from chicago,1,meal_suggestion,8.0,en,suggest good meal chicago,8,4,50.0
please suggest a meal from italy to me,1,meal_suggestion,8.0,en,suggest meal italy,8,3,62.5
can you suggest to me any meals from nigeria,1,meal_suggestion,9.0,en,suggest meal nigeria,9,3,66.66666666666666
can you give me a meal suggestion for swedish cuisine,1,meal_suggestion,10.0,en,meal suggestion swedish cuisine,10,4,60.0
do you have any good recommendations for swiss cuisine,1,meal_suggestion,9.0,en,good recommendation swiss cuisine,9,4,55.55555555555556
i'm looking for a good suggestion for norse cuisine,1,meal_suggestion,9.0,en,look good suggestion norse cuisine,9,5,44.44444444444444
what's a good french meal,1,meal_suggestion,5.0,en,good french meal,5,3,40.0
i'm looking for italian food suggestions,1,meal_suggestion,6.0,en,look italian food suggestion,6,4,33.33333333333333
i want you to give me a suggestion for what to make for dinner,1,meal_suggestion,14.0,en,want suggestion make dinner,14,4,71.42857142857143
i want an italian meal suggestion,1,meal_suggestion,6.0,en,want italian meal suggestion,6,4,33.33333333333333
i need an italian meal suggestion,1,meal_suggestion,6.0,en,need italian meal suggestion,6,4,33.33333333333333
please give me a suggestion for what to make for dinner,1,meal_suggestion,11.0,en,suggestion make dinner,11,3,72.72727272727273
i'd like an italian meal suggestion,1,meal_suggestion,6.0,en,like italian meal suggestion,6,4,33.33333333333333
i need you to give me a suggestion for what to make for dinner,1,meal_suggestion,14.0,en,need suggestion make dinner,14,4,71.42857142857143
i would love an italian meal suggestion,1,meal_suggestion,7.0,en,love italian meal suggestion,7,4,42.857142857142854
go ahead and give me a suggestion for what to make for dinner,1,meal_suggestion,13.0,en,ahead suggestion make dinner,13,4,69.23076923076923
i really want an italian meal suggestion,1,meal_suggestion,7.0,en,want italian meal suggestion,7,4,42.857142857142854
suggest food from italy to me,1,meal_suggestion,6.0,en,suggest food italy,6,3,50.0
suggest an italian meal to me,1,meal_suggestion,6.0,en,suggest italian meal,6,3,50.0
what meal from italy do you suggest,1,meal_suggestion,7.0,en,meal italy suggest,7,3,57.14285714285714
what food from italy do you suggest,1,meal_suggestion,7.0,en,food italy suggest,7,3,57.14285714285714
suggest a meal from italy to me,1,meal_suggestion,7.0,en,suggest meal italy,7,3,57.14285714285714
i need a suggestion for a dinner recipe,1,meal_suggestion,8.0,en,need suggestion dinner recipe,8,4,50.0
suggest a meal for me that comes from mexico,1,meal_suggestion,9.0,en,suggest meal come mexico,9,4,55.55555555555556
can you suggest a meal from ireland for me,1,meal_suggestion,9.0,en,suggest meal ireland,9,3,66.66666666666666
suggest something for me to make myself for dinner,1,meal_suggestion,9.0,en,suggest make dinner,9,3,66.66666666666666
can you recommend for me a dish from ethiopia,1,meal_suggestion,9.0,en,recommend dish ethiopia,9,3,66.66666666666666
what do you think i should prepare for my dinner,1,meal_suggestion,10.0,en,think prepare dinner,10,3,70.0
do you have any southern dishes to recommend,1,meal_suggestion,8.0,en,southern dish recommend,8,3,62.5
look up a recipe for dinner to suggest to me,1,meal_suggestion,10.0,en,look recipe dinner suggest,10,4,60.0
what should i make for dinner,1,meal_suggestion,6.0,en,make dinner,6,2,66.66666666666666
please suggest a british meal for me,1,meal_suggestion,7.0,en,suggest british meal,7,3,57.14285714285714
what kind of greek food is good for dinner,1,meal_suggestion,9.0,en,kind greek food good dinner,9,5,44.44444444444444
what type of pizzas are available for dinner,1,meal_suggestion,8.0,en,type pizza available dinner,8,4,50.0
need some good dinner ideas,1,meal_suggestion,5.0,en,need good dinner idea,5,4,20.0
"thinking about cooking dinner, what should i make",1,meal_suggestion,8.0,en,think cook dinner make,8,4,50.0
give me some options on what to cook for dinner,1,meal_suggestion,10.0,en,option cook dinner,10,3,70.0
please provide an option for dinner,1,meal_suggestion,6.0,en,provide option dinner,6,3,50.0
i would like to hear what ideas you have about making dinner tonight,1,meal_suggestion,13.0,en,like hear idea make dinner tonight,13,6,53.84615384615385
do you have any suggestions as to what i should cook for dinner,1,meal_suggestion,13.0,en,suggestion cook dinner,13,3,76.92307692307693
suggest a meal from denmark to me,1,meal_suggestion,7.0,en,suggest meal denmark,7,3,57.14285714285714
suggest a meal from korea to me,1,meal_suggestion,7.0,en,suggest meal korea,7,3,57.14285714285714
suggest a meal from germany to me,1,meal_suggestion,7.0,en,suggest meal germany,7,3,57.14285714285714
suggest a meal from india to me,1,meal_suggestion,7.0,en,suggest meal india,7,3,57.14285714285714
suggest a meal from new york to me,1,meal_suggestion,8.0,en,suggest meal new york,8,4,50.0
what do you think i should make for dinner,1,meal_suggestion,9.0,en,think make dinner,9,3,66.66666666666666
what thoughts do you have about making dinnner tonight,1,meal_suggestion,9.0,en,thought make dinnner tonight,9,4,55.55555555555556
let me pick your brain what do you think we should do for dinner tonight,1,meal_suggestion,15.0,en,let pick brain think dinner tonight,15,6,60.0
any suggestions for a peruvian meal,1,meal_suggestion,6.0,en,suggestion peruvian meal,6,3,50.0
what peruvian dish should i make,1,meal_suggestion,6.0,en,peruvian dish make,6,3,50.0
what should i get at a mexican restaurant,1,meal_suggestion,8.0,en,mexican restaurant,8,2,75.0
suggest a meal from peru for me,1,meal_suggestion,7.0,en,suggest meal peru,7,3,57.14285714285714
whats the best way to roast a chicken,2,recipe,8.0,en,good way roast chicken,8,4,50.0
how do i make pie crust,2,recipe,6.0,en,how make pie crust,6,4,33.33333333333333
find a recipe for german chocolate cake,2,recipe,7.0,en,find recipe german chocolate cake,7,5,28.57142857142857
how do i fry pork chops,2,recipe,6.0,en,how fry pork chop,6,4,33.33333333333333
how do i cook boiled eggs,2,recipe,6.0,en,how cook boil egg,6,4,33.33333333333333
"find a chow mein recipe for me, please",2,recipe,8.0,en,find chow mein recipe,8,4,50.0
do you know how to make chow mein,2,recipe,8.0,en,know how make chow mein,8,5,37.5
can you find a recipe on how to make chow mein,2,recipe,11.0,en,find recipe how make chow mein,11,6,45.45454545454545
tell me how to make chow mein,2,recipe,7.0,en,tell how make chow mein,7,5,28.57142857142857
i would like you to help me find a chow mein recipe,2,recipe,12.0,en,like help find chow mein recipe,12,6,50.0
show me a beef recipe,2,recipe,5.0,en,beef recipe,5,2,60.0
what is a good beef recipe,2,recipe,6.0,en,good beef recipe,6,3,50.0
i need a recipe for beef,2,recipe,6.0,en,need recipe beef,6,3,50.0
give me a beef recipe,2,recipe,5.0,en,beef recipe,5,2,60.0
where is a beef recipe,2,recipe,5.0,en,beef recipe,5,2,60.0
you know procedure to cook apple pie,2,recipe,7.0,en,know procedure cook apple pie,7,5,28.57142857142857
what is needed you to cook apple pie,2,recipe,8.0,en,need cook apple pie,8,4,50.0
do you know what are the ingredients to make apple pie,2,recipe,11.0,en,know ingredient make apple pie,11,5,54.54545454545454
do you know recipe for making apple pie,2,recipe,8.0,en,know recipe make apple pie,8,5,37.5
how do you cook apple pie,2,recipe,6.0,en,how cook apple pie,6,4,33.33333333333333
how do i make pumpkin pie,2,recipe,6.0,en,how make pumpkin pie,6,4,33.33333333333333
making spaghetti sauce perfectly is done how,2,recipe,7.0,en,make spaghetti sauce perfectly how,7,5,28.57142857142857
making ribs perfectly is done how,2,recipe,6.0,en,make rib perfectly how,6,4,33.33333333333333
how do i make lemon merengue pie,2,recipe,7.0,en,how make lemon merengue pie,7,5,28.57142857142857
how do i make lassagna,2,recipe,5.0,en,how make lassagna,5,3,40.0
search for a macaroni and cheese recipe,2,recipe,7.0,en,search macaroni cheese recipe,7,4,42.857142857142854
can you get me a recipe for mashed potatoes,2,recipe,9.0,en,recipe mashed potato,9,3,66.66666666666666
i need instructions on how to make shepherd's pie please,2,recipe,10.0,en,need instruction how make shepherd pie,10,6,40.0
please help me with instructions on making chicken curry,2,recipe,9.0,en,help instruction make chicken curry,9,5,44.44444444444444
what are the steps i need to follow to make chewy rice krispies treats,2,recipe,14.0,en,step need follow make chewy rice krispie treat,14,8,42.857142857142854
what's the best way to make chicken stir fry,2,recipe,9.0,en,good way make chicken stir fry,9,6,33.33333333333333
how do i make tuna salad,2,recipe,6.0,en,how make tuna salad,6,4,33.33333333333333
can you give me a recipe for german chocolate cake,2,recipe,10.0,en,recipe german chocolate cake,10,4,60.0
i need a recipe on how to make beef stew,2,recipe,10.0,en,need recipe how make beef stew,10,6,40.0
i want a good recipe that shows me how to bake chocolate chip cookies from scratch,2,recipe,16.0,en,want good recipe how bake chocolate chip cooky scratch,16,9,43.75
please search for a chocolate fudge brownies recipe,2,recipe,8.0,en,search chocolate fudge brownie recipe,8,5,37.5
will you give me some guidance on how to make ceviche,2,recipe,11.0,en,guidance how make ceviche,11,4,63.63636363636363
can you search for the best new york style cheesecake recipes please,2,recipe,12.0,en,search good new york style cheesecake recipe,12,7,41.66666666666667
look up easy to follow recipes for beef ribs,2,recipe,9.0,en,look easy follow recipe beef rib,9,6,33.33333333333333
i need the best recipe for mashed potatoes,2,recipe,8.0,en,need good recipe mashed potato,8,5,37.5
can you find me a recipe for pie,2,recipe,8.0,en,find recipe pie,8,3,62.5
can you find me a recipe for quiche,2,recipe,8.0,en,find recipe quiche,8,3,62.5
can you find me a recipe for pasta,2,recipe,8.0,en,find recipe pasta,8,3,62.5
can you find me a recipe for ribs,2,recipe,8.0,en,find recipe rib,8,3,62.5
can you find me a recipe for cake,2,recipe,8.0,en,find recipe cake,8,3,62.5
what steps are involved in making lasagna,2,recipe,7.0,en,step involve make lasagna,7,4,42.857142857142854
how can i make chicken pot pie,2,recipe,7.0,en,how make chicken pot pie,7,5,28.57142857142857
how to make mac and cheese,2,recipe,6.0,en,how make mac cheese,6,4,33.33333333333333
how do you make pot roast,2,recipe,6.0,en,how make pot roast,6,4,33.33333333333333
can you find a hearty lasagna recipe,2,recipe,7.0,en,find hearty lasagna recipe,7,4,42.857142857142854
find a good recipe for meatloaf,2,recipe,6.0,en,find good recipe meatloaf,6,4,33.33333333333333
i am looking for a vegan friendly italian pasta recipe,2,recipe,10.0,en,look vegan friendly italian pasta recipe,10,6,40.0
how do you cook meatloaf,2,recipe,5.0,en,how cook meatloaf,5,3,40.0
i need a vegi lasagna recipe,2,recipe,6.0,en,need vegi lasagna recipe,6,4,33.33333333333333
i need a quick recipe for spiral ham,2,recipe,8.0,en,need quick recipe spiral ham,8,5,37.5
what's the recipe for rice noodles,2,recipe,6.0,en,recipe rice noodle,6,3,50.0
can you help me find a lasagna recipe,2,recipe,8.0,en,help find lasagna recipe,8,4,50.0
i need a recipe for chicken pot pie,2,recipe,8.0,en,need recipe chicken pot pie,8,5,37.5
help me find a recipe for a beef casserole,2,recipe,9.0,en,help find recipe beef casserole,9,5,44.44444444444444
i need help finding a recipe for enchiladas,2,recipe,8.0,en,need help find recipe enchilada,8,5,37.5
i need to know how to make philly cheesesteaks,2,recipe,9.0,en,need know how make philly cheesesteak,9,6,33.33333333333333
i need a blackberry pie recipe,2,recipe,6.0,en,need blackberry pie recipe,6,4,33.33333333333333
what do i need to do to make blackberry pie,2,recipe,10.0,en,need make blackberry pie,10,4,60.0
blackberry pie instructions,2,recipe,3.0,en,blackberry pie instruction,3,3,0.0
how do you make blackberry pie,2,recipe,6.0,en,how make blackberry pie,6,4,33.33333333333333
how do i bake a blackberry pie,2,recipe,7.0,en,how bake blackberry pie,7,4,42.857142857142854
do you have a cookbook that could teach me to make sushi,2,recipe,12.0,en,cookbook teach make sushi,12,4,66.66666666666666
can you teach me how to make sushi,2,recipe,8.0,en,teach how make sushi,8,4,50.0
where can i look to learn to make sushi,2,recipe,9.0,en,look learn make sushi,9,4,55.55555555555556
what do you need to do to make sushi,2,recipe,9.0,en,need make sushi,9,3,66.66666666666666
is there a good website to teach me how to make sushi,2,recipe,12.0,en,good website teach how make sushi,12,6,50.0
tell me how to make beef wellington,2,recipe,7.0,en,tell how make beef wellington,7,5,28.57142857142857
what's a good recipe for chicken divan,2,recipe,7.0,en,good recipe chicken divan,7,4,42.857142857142854
find me a recipe for teriyaki chicken,2,recipe,7.0,en,find recipe teriyaki chicken,7,4,42.857142857142854
find out how to make chicken tikka masala,2,recipe,8.0,en,find how make chicken tikka masala,8,6,25.0
how do i make beef stroganoff,2,recipe,6.0,en,how make beef stroganoff,6,4,33.33333333333333
please show me a recipe for chili,2,recipe,7.0,en,recipe chili,7,2,71.42857142857143
what is a good chili recipe,2,recipe,6.0,en,good chili recipe,6,3,50.0
i need you to find me a recipe for fried shrimp,2,recipe,11.0,en,need find recipe fried shrimp,11,5,54.54545454545454
can you find me a recipe for coffee cakes,2,recipe,9.0,en,find recipe coffee cake,9,4,55.55555555555556
can you find me a recipe for salsa,2,recipe,8.0,en,find recipe salsa,8,3,62.5
can you find me a recipe for honey ham,2,recipe,9.0,en,find recipe honey ham,9,4,55.55555555555556
can you find me a recipe for cheese cake,2,recipe,9.0,en,find recipe cheese cake,9,4,55.55555555555556
can you find me a recipe for sugar cookies,2,recipe,9.0,en,find recipe sugar cooky,9,4,55.55555555555556
can you find me a recipe for carrot cake,2,recipe,9.0,en,find recipe carrot cake,9,4,55.55555555555556
how do you make benedict arnold,2,recipe,6.0,en,how make benedict arnold,6,4,33.33333333333333
how do you create pork chili,2,recipe,6.0,en,how create pork chili,6,4,33.33333333333333
what's the best way to make a broccoli salad,2,recipe,9.0,en,good way make broccoli salad,9,5,44.44444444444444
are there instructions on how to make buttermilk pancakes,2,recipe,9.0,en,instruction how make buttermilk pancake,9,5,44.44444444444444
what's the way to make apple pie,2,recipe,7.0,en,way make apple pie,7,4,42.857142857142854
what's the process of making a burrito,2,recipe,7.0,en,process make burrito,7,3,57.14285714285714
how do i make a taco that's worth eating,2,recipe,9.0,en,how make taco worth eat,9,5,44.44444444444444
how do i make that scottish dish with all the blood and sausage,2,recipe,13.0,en,how make scottish dish blood sausage,13,6,53.84615384615385
is there a recipe for chili i can use,2,recipe,9.0,en,recipe chili use,9,3,66.66666666666666
please give me instructions on making blueberry pie,2,recipe,8.0,en,instruction make blueberry pie,8,4,50.0
can you instruct me on how to make german chocolate cake,2,recipe,11.0,en,instruct how make german chocolate cake,11,6,45.45454545454545
how do i make the perfect omelette,2,recipe,7.0,en,how make perfect omelette,7,4,42.857142857142854
i want to make sour dough bread please find a good recipe for me,2,recipe,14.0,en,want make sour dough bread find good recipe,14,8,42.857142857142854
i need a really good recipe for making doughnuts,2,recipe,9.0,en,need good recipe make doughnut,9,5,44.44444444444444
please find me a recipe for spaghetti now,2,recipe,8.0,en,find recipe spaghetti,8,3,62.5
how healthy is shepard's pie,5,nutrition_info,,en,how healthy shepard pie,5,4,20.0
how healthy is pecan pie,5,nutrition_info,,en,how healthy pecan pie,5,4,20.0
how healthy is hummus,5,nutrition_info,,en,how healthy hummus,4,3,25.0
how healthy is salad,5,nutrition_info,,en,how healthy salad,4,3,25.0
how healthy is pumpkin pie,5,nutrition_info,,en,how healthy pumpkin pie,5,4,20.0
is chocolate good for you,5,nutrition_info,,en,chocolate good,5,2,60.0
tell me how health chocolate is,5,nutrition_info,,en,tell how health chocolate,6,4,33.33333333333333
what is the nutritional info for kraft mac 'n' cheese,5,nutrition_info,,en,nutritional info kraft mac cheese,10,5,50.0
is chocolate bad for you or good for you,5,nutrition_info,,en,chocolate bad good,9,3,66.66666666666666
can you tell me the nutrional info of a big mac,5,nutrition_info,,en,tell nutrional info big mac,11,5,54.54545454545454
are french fries health or not,5,nutrition_info,,en,french fry health not,6,4,33.33333333333333
tell me the nutrional info of a regular banana,5,nutrition_info,,en,tell nutrional info regular banana,9,5,44.44444444444444
read me the nutrional info of a bag of lay's potato chips,5,nutrition_info,,en,read nutrional info bag lay potato chip,12,7,41.66666666666667
pull up the nutrional info of a 12 oz coke,5,nutrition_info,,en,pull nutrional info 12 oz coke,10,6,40.0
is chocolate healthy,5,nutrition_info,,en,chocolate healthy,3,2,33.33333333333333
tell me how many much fat is in the hamburger,5,nutrition_info,,en,tell how fat hamburger,10,4,60.0
what is the nutrition information for shrimp scampi,5,nutrition_info,,en,nutrition information shrimp scampi,8,4,50.0
how many grams of sodium are in potato chips,5,nutrition_info,,en,how gram sodium potato chip,9,5,44.44444444444444
is rice good for me,5,nutrition_info,,en,rice good,5,2,60.0
is raw carrot healthy to eat,5,nutrition_info,,en,raw carrot healthy eat,6,4,33.33333333333333
is my milk safe to drink after being in the refrigerator for a week,8,food_last,,en,milk safe drink after refrigerator week,14,6,57.14285714285714
apple cider has been in my fridge for four months so can i still drink it,8,food_last,,en,apple cider fridge month drink,16,5,68.75
"mayonaise has been in my fridge for three years, is it still good to eat",8,food_last,,en,mayonaise fridge year good eat,15,5,66.66666666666666
is cooked chicken still good after being refrigerated for two weeks,8,food_last,,en,cook chicken good after refrigerate week,11,6,45.45454545454545
"i have had farm fresh eggs in the fridge for a few months, are they still okay to ingest",8,food_last,,en,farm fresh egg fridge month okay ingest,19,7,63.1578947368421
how many days before milk expire,8,food_last,,en,how day before milk expire,6,5,16.666666666666664
will rice be ok in the fridge for 3 days,8,food_last,,en,rice ok fridge day,10,4,60.0
is rice ok after 3 days in the refrigerator,8,food_last,,en,rice ok after day refrigerator,9,5,44.44444444444444
after 3 days in the fridge is rice safe to eat,8,food_last,,en,after day fridge rice safe eat,11,6,45.45454545454545
is rice bad after 3 days in fridge,8,food_last,,en,rice bad after day fridge,8,5,37.5
can i keep rice in the fridge for 3 days,8,food_last,,en,rice fridge day,10,3,70.0
when does my milk expire,8,food_last,,en,when milk expire,5,3,40.0
how long does it take milk to expire,8,food_last,,en,how long milk expire,8,4,50.0
how do i know if my milk is expired,8,food_last,,en,how know milk expire,9,4,55.55555555555556
what is the expiration date of my milk,8,food_last,,en,expiration date milk,8,3,62.5
how long until my milk expires,8,food_last,,en,how long milk expire,6,4,33.33333333333333
how long can i keep pork in the freezer for before it gets freezer burnt,8,food_last,,en,how long pork freezer before freezer burn,15,7,53.333333333333336
how long can i keep beef in the freezer for before it gets nasty,8,food_last,,en,how long beef freezer before nasty,14,6,57.14285714285714
how long can i keep chicken in the freezer for before it goes gross,8,food_last,,en,how long chicken freezer before gross,14,6,57.14285714285714
how long can i keep bison in the freezer for before it spoils,8,food_last,,en,how long bison freezer before spoil,13,6,53.84615384615385
how long do i need to cook pot au feu for,7,cook_time,,en,how long need cook pot au feu,11,7,36.36363636363637
how long do i need to cook chili for,7,cook_time,,en,how long need cook chili,9,5,44.44444444444444
how long do i need to cook lasagne for,7,cook_time,,en,how long need cook lasagne,9,5,44.44444444444444
how long do i need to cook tuna casserole for,7,cook_time,,en,how long need cook tuna casserole,10,6,40.0
how long do i need to cook beef stew for,7,cook_time,,en,how long need cook beef stew,10,6,40.0
how long should i cook country fried potatoes for,7,cook_time,,en,how long cook country fry potato,9,6,33.33333333333333
how long should i cook pho for,7,cook_time,,en,how long cook pho,7,4,42.857142857142854
how long should i cook steak for,7,cook_time,,en,how long cook steak,7,4,42.857142857142854
how long should i cook roast for,7,cook_time,,en,how long cook roast,7,4,42.857142857142854
i need to know how long to cook chicken for,7,cook_time,,en,need know how long cook chicken,10,6,40.0
how long do i put sugar cookies in for,7,cook_time,,en,how long sugar cooky,9,4,55.55555555555556
how long should i cook carnitas for,7,cook_time,,en,how long cook carnita,7,4,42.857142857142854
how long should i cook ham for,7,cook_time,,en,how long cook ham,7,4,42.857142857142854
how long does it take to make pho,7,cook_time,,en,how long make pho,8,4,50.0
