text,intent,intent_name,n_tokens,language,clean_text,n_orig,n_clean,reduction
cuantas calorias tiene un panecillo de miel,6,calories,8.0,es,cuanto caloria panecillo miel,7,4,42.857142857142854
¿Qué tiene un sándwich de salchicha en calorías?,6,calories,8.0,es,sandwich salchicha caloria,8,3,62.5
¿Cuál es la cantidad de calorías en una coca cola?,6,calories,8.0,es,ser cantidad caloria coca cola,10,5,50.0
¿Cuáles son las calorías totales de dos porciones de pasta?,6,calories,10.0,es,ser caloria porcion pasta,10,4,60.0
¿Cuántas calorías debo planear tener en una dona?,6,calories,11.0,es,caloria deber planear dona,8,4,50.0
¿Cuántas calorías estimaría para fettuccine alfredo?,6,calories,9.0,es,caloria estimar fettuccine alfredo,6,4,33.33333333333333
cuantas calorias tiene un big mac,6,calories,8.0,es,cuanto caloria big mac,6,4,33.33333333333333
¿Cuál es el contenido calórico si comes carne asada?,6,calories,9.0,es,ser contenido calorico comes carne asado,9,6,33.33333333333333
¿Cuántas calorías consumiría si me comiera un hot dog cargado?,6,calories,12.0,es,caloria consumir comer hot dog cargado,10,6,40.0
¿Cuál es la carga calórica esperada de un sándwich de mantequilla de maní y mermelada?,6,calories,12.0,es,ser carga calorica esperado sandwich mantequilla cacahuete mermelada,15,8,46.666666666666664
¿Qué contiene en calorías un tazón grande de helado?,6,calories,10.0,es,contener caloria tazon helado,9,4,55.55555555555556
¿Los cheetos tienen muchas calorías?,6,calories,7.0,es,cheeto caloria,5,2,60.0
¿Cuál es el contenido calórico de los cheetos?,6,calories,6.0,es,ser contenido calorico cheeto,8,4,50.0
busca las calorías en cheetos,6,calories,6.0,es,buscar caloria cheeto,5,3,40.0
recuento de calorías de cheetos,6,calories,4.0,es,recuento caloria cheeto,5,3,40.0
cuantas calorias tienen los cheetos,6,calories,6.0,es,cuanto caloria cheeto,5,3,40.0
cuantas calorias tiene una taza de arroz blanco,6,calories,10.0,es,cuanto caloria taza arroz blanco,8,5,37.5
cuantas calorias tiene el helado de vainilla,6,calories,8.0,es,cuanto caloria helado vainilla,7,4,42.857142857142854
una taza de almendras tiene cuantas calorias,6,calories,8.0,es,taza almendra cuanto caloria,7,4,42.857142857142854
¿Cuál es la información calórica de 2 tazas de mezcla chex regular?,6,calories,11.0,es,ser informacion calorico taza mezcla chex regular,12,7,41.66666666666667
¿Cuál es el contenido calórico de un plato de crocantes de arroz con leche?,6,calories,12.0,es,ser contenido calorico plato crocant arroz leche,14,7,50.0
un plato de cheerios con leche tiene cuantas calorias,6,calories,10.0,es,plato cheerio leche cuanto caloria,9,5,44.44444444444444
cuantas calorias tiene una bolsa de doritos normales,6,calories,10.0,es,cuanto caloria bolsa dorito normal,8,5,37.5
cuantas calorias tiene el helado de chocolate,6,calories,8.0,es,cuanto caloria helado chocolate,7,4,42.857142857142854
2 tazas de uvas tienen cuantas calorias,6,calories,8.0,es,taza uva caloria,7,3,57.14285714285714
¿Cuántas calorías tienen los espaguetis con salsa de carne?,6,calories,9.0,es,caloria espaguetis salsa carne,9,4,55.55555555555556
en una galleta cuantas calorias encontraria,6,calories,9.0,es,galleta caloria encontrariar,6,3,50.0
¿Cuál es la cantidad de calorías para una galleta?,6,calories,8.0,es,ser cantidad caloria galleta,9,4,55.55555555555556
si me comiera una galleta cuantas calorias estaría ingiriendo,6,calories,12.0,es,comer galleta caloria estar ingerir,9,5,44.44444444444444
las galletas tienen cuantas calorias,6,calories,5.0,es,galleta caloria,5,2,60.0
cuantas calorias tiene una galleta,6,calories,7.0,es,cuanto caloria galleta,5,3,40.0
cuantas calorias tiene el chicle,6,calories,5.0,es,cuanto caloria chicle,5,3,40.0
cuantas calorias tiene el pollo,6,calories,5.0,es,cuanto caloria pollo,5,3,40.0
cuantas calorias tiene el pastel de carne,6,calories,5.0,es,cuanto caloria pastel carne,7,4,42.857142857142854
cuantas calorias tiene la pechuga de pollo,6,calories,7.0,es,cuanto caloria pechuga pollo,7,4,42.857142857142854
cuantas calorias tiene el maní,6,calories,5.0,es,cuanto caloria cacahuete,5,3,40.0
¿Cuál es la cantidad total de calorías en una bolsa de papas fritas?,6,calories,13.0,es,ser cantidad caloria bolsa patata fritas,13,6,53.84615384615385
¿Puedes decirme la cantidad de calorías que puedo esperar que contenga un sándwich de atún?,6,calories,16.0,es,decirme cantidad caloria esperar contener sandwich atun,15,7,53.333333333333336
dame la cantidad esperada de calorías en un burrito de desayuno,6,calories,10.0,es,dame cantidad esperado caloria burrito desayuno,11,6,45.45454545454545
¿Puedes decirme la cantidad de calorías que tiene una porción de anacardos enteros?,6,calories,14.0,es,decirme cantidad caloria porcion anacardo entero,13,6,53.84615384615385
por favor dígame el total de calorías que se espera que contenga una sola porción de helado de chocolate,6,calories,17.0,es,favor digamar caloria esperar contener porcion helado chocolate,19,8,57.89473684210527
Necesito saber las calorías totales de una ensalada césar con pollo.,6,calories,12.0,es,necesitar caloria ensalada cesar pollo,11,5,54.54545454545454
por favor dime cuantas calorias contiene una barra de chocolate,6,calories,10.0,es,favor dimar caloria contener barra chocolate,10,6,40.0
¿Cuál es el número promedio de calorías en una taza de sopa de tomate?,6,calories,12.0,es,ser numero promedio caloria taza sopa tomate,14,7,50.0
¿Sabes cuántas calorías tiene una sola pechuga de pollo?,6,calories,12.0,es,caloria pechuga pollo,9,3,66.66666666666666
Necesito saber la cantidad de calorías en promedio en un puñado de pistachos.,6,calories,15.0,es,necesitar cantidad caloria promedio punado pistacho,13,6,53.84615384615385
¿Cuál es el valor calórico de una galleta?,6,calories,8.0,es,ser valor calorico galleta,8,4,50.0
cuantas calorias tienen las galletas,6,calories,6.0,es,cuanto caloria galleta,5,3,40.0
¿Puedes decirme cuántas calorías tienen las galletas?,6,calories,10.0,es,decirme caloria galleta,7,3,57.14285714285714
¿Cuál es la cantidad de calorías en una galleta?,6,calories,8.0,es,ser cantidad caloria galleta,9,4,55.55555555555556
¿Cuáles son las calorías en una galleta?,6,calories,7.0,es,ser caloria galleta,7,3,57.14285714285714
¿Cuál es la cantidad de calorías para los muffins?,6,calories,7.0,es,ser cantidad caloria muffins,9,4,55.55555555555556
¿Hay muchas calorías en los muffins?,6,calories,8.0,es,caloria muffins,6,2,66.66666666666666
dime la cantidad de calorías en muffins,6,calories,8.0,es,dime cantidad caloria muffins,7,4,42.857142857142854
¿Cuál es el total calórico de estos muffins?,6,calories,8.0,es,ser calorico muffins,8,3,62.5
¿Qué cantidad de calorías hay en un panecillo?,6,calories,8.0,es,cantidad caloria panecillo,8,3,62.5
buscar las calorías en una manzana,6,calories,7.0,es,buscar caloria manzana,6,3,50.0
dime el contenido calórico de una manzana,6,calories,8.0,es,dimar contenido calorico manzana,7,4,42.857142857142854
¿Cuál es el contenido calórico de una manzana?,6,calories,7.0,es,ser contenido calorico manzana,8,4,50.0
dime el contenido calórico de una manzana,6,calories,8.0,es,dimar contenido calorico manzana,7,4,42.857142857142854
Necesito saber el contenido calórico de un trozo de pizza de pepperoni.,6,calories,13.0,es,necesitar contenido calorico trozo piza pepperoni,12,6,50.0
cuantas calorias tiene una manzana,6,calories,7.0,es,cuanto caloria manzana,5,3,40.0
quiero el contenido calórico de un plátano,6,calories,8.0,es,querer contenido calorico platano,7,4,42.857142857142854
dime la cantidad de calorías que tiene un plátano,6,calories,9.0,es,dime cantidad caloria platano,9,4,55.55555555555556
¿Cómo se ven las calorías en las manzanas?,6,calories,8.0,es,como caloria manzana,8,3,62.5
¿Cuáles serán las calorías si como cereal?,6,calories,11.0,es,ser caloria como cereal,7,4,42.857142857142854
sumar las calorias de los tacos,6,calories,6.0,es,sumar caloria taco,6,3,50.0
cuantas calorias tienen los cheerios,6,calories,6.0,es,cuanto caloria cheerio,5,3,40.0
¿Qué tipo de calorías hay en las cebollas?,6,calories,8.0,es,tipo caloria cebolla,8,3,62.5
Necesito saber el número de calorías de una hamburguesa con queso y tocino.,6,calories,11.0,es,necesitar numero caloria hamburguesa queso tocino,13,6,53.84615384615385
¿Cuál es el contenido calórico de la avena?,6,calories,6.0,es,ser contenido calorico avena,8,4,50.0
¿Cuál es la cantidad de calorías de una manzana?,6,calories,8.0,es,ser cantidad caloria manzana,9,4,55.55555555555556
¿Cuántas calorías en promedio tiene un hot dog?,6,calories,10.0,es,caloria promedio hot dog,8,4,50.0
cuantas calorias tiene un trozo de tocino,6,calories,9.0,es,cuanto caloria trozo tocino,7,4,42.857142857142854
¿Qué se pone en la cazuela de pollo con fideos?,3,ingredients_list,8.0,es,cazuela pollo fideo,10,3,70.0
¿Qué contiene la cazuela de pollo con fideos?,3,ingredients_list,6.0,es,contener cazuela pollo fideo,8,4,50.0
¿Qué necesito para hacer una cazuela de pollo con fideos?,3,ingredients_list,9.0,es,necesitar hacer cazuela pollo fideo,10,5,50.0
¿Cómo se hace una cazuela de pollo con fideos?,3,ingredients_list,7.0,es,como hacer cazuela pollo fideo,9,5,44.44444444444444
La cazuela de pollo con fideos está hecha de lo que,3,ingredients_list,7.0,es,cazuela pollo fideo estar,11,4,63.63636363636363
dime qué ingredientes necesitaré para hacer esta comida,3,ingredients_list,11.0,es,dimar ingrediente necesitar hacer comida,8,5,37.5
¿Cuáles son los ingredientes de los espaguetis?,3,ingredients_list,6.0,es,ser ingrediente espaguetis,7,3,57.14285714285714
¿Qué ingredientes están presentes en los malvaviscos?,3,ingredients_list,6.0,es,ingrediente estar presente malvavisco,7,4,42.857142857142854
dime los ingredientes de la pizza,3,ingredients_list,6.0,es,dimar ingrediente piza,6,3,50.0
¿Qué ingredientes se encuentran en el pollo Hunan?,3,ingredients_list,7.0,es,ingrediente encontrar pollo hunan,8,4,50.0
necesito saber los ingredientes de una hamburguesa,3,ingredients_list,9.0,es,necesitar ingrediente hamburguesa,7,3,57.14285714285714
muéstrame los ingredientes que necesito para el ceviche,3,ingredients_list,9.0,es,muestramir ingrediente necesitar ceviche,8,4,50.0
¿Tienes una lista de ingredientes que necesitaré para las rubias?,3,ingredients_list,12.0,es,lista ingrediente necesitar rubia,10,4,60.0
dame una lista de ingredientes necesarios para la masa de pizza,3,ingredients_list,10.0,es,dame lista ingrediente necesario masa piza,11,6,45.45454545454545
dime que ingredientes necesito para la carne asada,3,ingredients_list,9.0,es,dimar ingrediente necesitar carne asado,8,5,37.5
¿Qué ingredientes se necesitan para la sopa de pollo con fideos?,3,ingredients_list,8.0,es,ingrediente necesitar sopa pollo fideo,11,5,54.54545454545454
¿Qué ingredientes tiene la salsa?,3,ingredients_list,5.0,es,ingrediente salsa,5,2,60.0
¿Qué ingredientes tiene la tarta de queso?,3,ingredients_list,6.0,es,ingrediente tarta queso,7,3,57.14285714285714
¿Qué ingredientes tienen las galletas de azúcar?,3,ingredients_list,6.0,es,ingrediente galleta azucar,7,3,57.14285714285714
¿Qué ingredientes hay en la salsa de espinacas?,3,ingredients_list,6.0,es,ingrediente salsa espinaca,8,3,62.5
¿Qué ingredientes hay en las tortas de café?,3,ingredients_list,6.0,es,ingrediente torta cafe,8,3,62.5
¿Qué ingredientes necesito para hacer ensalada de huevo?,3,ingredients_list,9.0,es,ingrediente necesitar hacer ensalado huevo,8,5,37.5
¿Qué necesitaría si quisiera hacer pollo marsala?,3,ingredients_list,11.0,es,necesitar querer hacer pollo marsala,7,5,28.57142857142857
¿Qué ingredientes hay en la ensalada de antipasto?,3,ingredients_list,6.0,es,ingrediente ensalada antipasto,8,3,62.5
¿Qué necesito para hacer ensalada de pollo?,3,ingredients_list,8.0,es,necesitar hacer ensalado pollo,7,4,42.857142857142854
¿Qué tipo de cosas hay en la ensalada de patatas?,3,ingredients_list,8.0,es,tipo cosa ensalada patata,10,4,60.0
Ingredientes necesarios para hacer una lasaña mexicana.,3,ingredients_list,7.0,es,ingrediente necesario hacer lasana mexicano,7,5,28.57142857142857
¿Cuáles son todos los ingredientes para los brownies desde cero?,3,ingredients_list,10.0,es,ser ingrediente browni cero,10,4,60.0
¿Cómo puedo hacer mis propios donuts/qué ingredientes?,3,ingredients_list,8.0,es,como hacer donut ingrediente,7,4,42.857142857142854
¿Qué cosas necesitaría para hacer tortellini?,3,ingredients_list,8.0,es,cosa necesitar hacer tortellini,6,4,33.33333333333333
¿Qué necesito para hacer un pastel?,3,ingredients_list,8.0,es,necesitar hacer pastel,6,3,50.0
¿Qué hay en Gumbo?,3,ingredients_list,5.0,es,gumbo,4,1,75.0
¿Qué ingredientes necesito para gumbo?,3,ingredients_list,7.0,es,ingrediente necesitar gumbo,5,3,40.0
¿Qué ingredientes tiene gumbo?,3,ingredients_list,5.0,es,ingrediente gumbo,4,2,50.0
¿Cuáles son los ingredientes del gumbo?,3,ingredients_list,6.0,es,ser ingrediente gumbo,6,3,50.0
¿De qué está hecho el gumbo?,3,ingredients_list,5.0,es,estar gumbo,6,2,66.66666666666666
¿Qué ingredientes necesito para hornear un pastel?,3,ingredients_list,9.0,es,ingrediente necesitar hornear pastel,7,4,42.857142857142854
Quiero preparar un desayuno rápido ¿Qué ingredientes necesito?,3,ingredients_list,12.0,es,querer preparar desayuno rapido ingrediente necesitar,8,6,25.0
¿Qué ingredientes se necesitan para el cóctel de camarones?,3,ingredients_list,7.0,es,ingrediente necesitar coctel gamba,9,4,55.55555555555556
Estoy haciendo espaguetis ¿Qué ingredientes necesito?,3,ingredients_list,8.0,es,estar hacer espaguetis ingrediente necesitar,6,5,16.666666666666664
quiero hacer un guiso de carne que ingredientes necesito,3,ingredients_list,12.0,es,querer hacer guiso carne ingrediente necesitar,9,6,33.33333333333333
¿Qué lleva la sopa de brócoli y queso cheddar?,3,ingredients_list,6.0,es,sopa brocoli queso cheddar,9,4,55.55555555555556
muéstrame la receta de sopa de brócoli y queso cheddar,3,ingredients_list,8.0,es,muestrame receta sopa brocoli queso cheddar,10,6,40.0
por favor indique los ingredientes para la sopa de brócoli y queso cheddar,3,ingredients_list,7.0,es,favor indicar ingrediente sopa brocoli queso cheddar,13,7,46.15384615384615
¿Qué ingredientes necesito para hacer sopa de brócoli y queso cheddar?,3,ingredients_list,10.0,es,ingrediente necesitar hacer sopa brocoli queso cheddar,11,7,36.36363636363637
"Estoy haciendo sopa de brócoli y queso cheddar, ¿qué ingredientes necesito?",3,ingredients_list,11.0,es,estar hacer sopa brocoli queso cheddar ingrediente necesitar,11,8,27.27272727272727
¿Qué ingredientes necesito para los filetes de queso Filadelfia?,3,ingredients_list,8.0,es,ingrediente necesitar filete queso filadelfia,9,5,44.44444444444444
¿Qué necesito para cocinar sopa de pollo?,3,ingredients_list,8.0,es,necesitar cocinar sopa pollo,7,4,42.857142857142854
¿Qué necesito para hacer lasaña?,3,ingredients_list,9.0,es,necesitar hacer lasana,5,3,40.0
¿Qué debo comprar para hacer burritos esta noche?,3,ingredients_list,8.0,es,deber comprar hacer burrito noche,8,5,37.5
¿Qué ingredientes necesito para los tacos?,3,ingredients_list,7.0,es,ingrediente necesitar taco,6,3,50.0
¿Cuáles son los ingredientes para hacer pastel de pastor?,3,ingredients_list,8.0,es,ser ingrediente hacer pastel pastor,9,5,44.44444444444444
¿Qué necesito comprar para hacer un espagueti?,3,ingredients_list,10.0,es,necesitar comprar hacer espagueti,7,4,42.857142857142854
¿Qué necesito para hacer espaguetis?,3,ingredients_list,7.0,es,necesitar hacer espaguetis,5,3,40.0
¿Cuál es la lista de ingredientes para una tortilla?,3,ingredients_list,8.0,es,ser lista ingrediente tortilla,9,4,55.55555555555556
¿Qué necesito si quiero hacer lasaña?,3,ingredients_list,10.0,es,necesitar querer hacer lasana,6,4,33.33333333333333
¿Qué necesito para hacer un chile cajún?,3,ingredients_list,9.0,es,necesitar hacer chile cajun,7,4,42.857142857142854
¿Qué contiene un batido de fresa?,3,ingredients_list,6.0,es,contener batido fresa,6,3,50.0
¿Qué debo tomar para hacer un pastel de chocolate alemán?,3,ingredients_list,10.0,es,deber tomar hacer pastel chocolate aleman,10,6,40.0
¿Qué le pones al chile?,3,ingredients_list,6.0,es,chile,5,1,80.0
¿Qué necesitas para hacer panqueques?,3,ingredients_list,7.0,es,necesitar hacer panquequ,5,3,40.0
¿Qué cosas se echan en una tortilla?,3,ingredients_list,8.0,es,cosa echar tortilla,7,3,57.14285714285714
¿Qué usas cuando haces una ensalada del chef?,3,ingredients_list,10.0,es,cuando hacer ensalada chef,8,4,50.0
¿Qué compras para poner en un pastel de pastor?,3,ingredients_list,10.0,es,compra pastel pastor,9,3,66.66666666666666
¿Qué se pone en una tortilla tibetana?,3,ingredients_list,8.0,es,tortilla tibetan,7,2,71.42857142857143
¿Qué se mezcla para hacer un pastel de chocolate?,3,ingredients_list,9.0,es,mezclar hacer pastel chocolate,9,4,55.55555555555556
¿Qué usa el metro para hacer un combo de fiambre?,3,ingredients_list,10.0,es,metro hacer combo fiambre,10,4,60.0
¿Qué necesitas para hacer el pollo del general tsao?,3,ingredients_list,9.0,es,necesitar hacer pollo general tsao,9,5,44.44444444444444
¿Qué le pones a la salsa de aguacate?,3,ingredients_list,7.0,es,salsa aguacate,8,2,75.0
¿Qué ingredientes hay en el sushi?,3,ingredients_list,5.0,es,ingrediente sushi,6,2,66.66666666666666
¿Qué se necesita para hacer panqueques de suero de leche?,3,ingredients_list,8.0,es,necesitar hacer panquequ suero leche,10,5,50.0
¿Qué necesito comprar para hacer pierogi?,3,ingredients_list,9.0,es,necesitar comprar hacer pierogi,6,4,33.33333333333333
¿Qué necesito conseguir para poner en tortillas caseras?,3,ingredients_list,11.0,es,necesitar tortilla casero,8,3,62.5
¿Qué alimentos pones en el desayuno inglés?,3,ingredients_list,9.0,es,alimento desayuno ingles,7,3,57.14285714285714
¿Qué alimentos compro para incluir en una cena coreana?,3,ingredients_list,11.0,es,alimento compro incluir cena coreano,9,5,44.44444444444444
¿Qué necesitas para hacer vino de diente de león correctamente?,3,ingredients_list,9.0,es,necesitar hacer vino diente leon correctamente,10,6,40.0
¿Qué ingredientes hay en el pastel?,3,ingredients_list,5.0,es,ingrediente pastel,6,2,66.66666666666666
que ingredientes llevan las tortillas,3,ingredients_list,5.0,es,ingrediente tortilla,5,2,60.0
¿Qué ingredientes hay en el puré de papas?,3,ingredients_list,6.0,es,ingrediente pure patata,8,3,62.5
¿Qué ingredientes hay en la masa?,3,ingredients_list,5.0,es,ingrediente masa,6,2,66.66666666666666
¿Qué ingredientes hay en las patatas fritas?,3,ingredients_list,5.0,es,ingrediente patata frito,7,3,57.14285714285714
los ingredientes de la pizza son lo que,3,ingredients_list,6.0,es,ingrediente piza ser,8,3,62.5
enumera los ingredientes de la pizza,3,ingredients_list,5.0,es,enumerar ingrediente piza,6,3,50.0
¿Qué ingredientes hay en la pizza?,3,ingredients_list,5.0,es,ingrediente piza,6,2,66.66666666666666
¿Qué ingredientes tiene la pizza?,3,ingredients_list,4.0,es,ingrediente piza,5,2,60.0
los ingredientes de la pizza son cuales,3,ingredients_list,7.0,es,ingrediente piza ser,7,3,57.14285714285714
¿Qué ingredientes necesito para hacer ensalada de salmón?,3,ingredients_list,9.0,es,ingrediente necesitar hacer ensalado salmon,8,5,37.5
¿Qué ingredientes van en los espaguetis?,3,ingredients_list,5.0,es,ingrediente espaguetis,6,2,66.66666666666666
¿Qué ingredientes necesito para hacer pizza?,3,ingredients_list,8.0,es,ingrediente necesitar hacer piza,6,4,33.33333333333333
¿Qué ingredientes necesito para hacer panqueques?,3,ingredients_list,8.0,es,ingrediente necesitar hacer panquequ,6,4,33.33333333333333
¿Qué ingredientes necesito para hacer cáscaras de papa?,3,ingredients_list,9.0,es,ingrediente necesitar hacer cascara patata,8,5,37.5
¿Qué ingredientes van en el puré de papa?,3,ingredients_list,6.0,es,ingrediente pure patata,8,3,62.5
¿Qué ingredientes van en la piel de las patatas?,3,ingredients_list,6.0,es,ingrediente piel patata,9,3,66.66666666666666
¿Qué ingredientes necesito para hacer espaguetis?,3,ingredients_list,8.0,es,ingrediente necesitar hacer espaguetis,6,4,33.33333333333333
¿Qué ingredientes van en forma láctea?,3,ingredients_list,7.0,es,ingrediente forma lacteo,6,3,50.0
que ingredientes van en la pizza,3,ingredients_list,5.0,es,ingrediente piza,6,2,66.66666666666666
¿Qué ingredientes son necesarios para un bistec?,3,ingredients_list,7.0,es,ingrediente ser necesario bistec,7,4,42.857142857142854
para hacer una tortilla que ingredientes necesito,3,ingredients_list,9.0,es,hacer tortilla ingrediente necesitar,7,4,42.857142857142854
"En cuanto a hacer huevos revueltos, ¿qué ingredientes necesito?",3,ingredients_list,11.0,es,cuanto hacer huevo revuelto ingrediente necesitar,9,6,33.33333333333333
¿Qué ingredientes necesito para la pechuga de pollo?,3,ingredients_list,8.0,es,ingrediente necesitar pechuga pollo,8,4,50.0
¿Puedes darme una sugerencia para una cena francesa?,1,meal_suggestion,8.0,es,dar yo sugerencia cena frances,8,5,37.5
"Sugiérame una comida de Laos, por favor.",1,meal_suggestion,8.0,es,sugierame comida laos favor,7,4,42.857142857142854
¿Puedes darme una sugerencia de comida vietnamita?,1,meal_suggestion,8.0,es,dar yo sugerencia comida vietnamita,7,5,28.57142857142857
sugiérame una comida de birmania,1,meal_suggestion,7.0,es,sugieramir comida birmania,5,3,40.0
¿Puedes darme una sugerencia para una cena vietnamita?,1,meal_suggestion,8.0,es,dar yo sugerencia cena vietnamita,8,5,37.5
"sugiérame una comida de Tailandia, por favor.",1,meal_suggestion,8.0,es,sugieramir comida tailandia favor,7,4,42.857142857142854
"¿Puedes darme una sugerencia de comida tailandesa, por favor?",1,meal_suggestion,9.0,es,dar yo sugerencia comida tailandes favor,9,6,33.33333333333333
"¿Puedes darme una sugerencia de comida vietnamita, por favor?",1,meal_suggestion,9.0,es,dar yo sugerencia comida vietnamita favor,9,6,33.33333333333333
"¿Puedes darme una sugerencia de comida birmana, por favor?",1,meal_suggestion,9.0,es,dar yo sugerencia comida birman favor,9,6,33.33333333333333
"Sugiérame una comida de Birmania, por favor.",1,meal_suggestion,8.0,es,sugierame comida birmania favor,7,4,42.857142857142854
¿Puedes darme una sugerencia para una cena birmana?,1,meal_suggestion,8.0,es,dar yo sugerencia cena birman,8,5,37.5
¿Puedes darme una sugerencia de comida tailandesa?,1,meal_suggestion,8.0,es,dar yo sugerencia comida tailandes,7,5,28.57142857142857
¿Puedes darme una sugerencia para una cena tailandesa?,1,meal_suggestion,8.0,es,dar yo sugerencia cena tailandes,8,5,37.5
sugiérame una comida de Tailandia,1,meal_suggestion,7.0,es,sugieramir comida tailandia,5,3,40.0
Dame ideas de comida italiana.,1,meal_suggestion,5.0,es,dame idea comida italiano,5,4,20.0
sugiérame una comida italiana,1,meal_suggestion,6.0,es,sugieramir comida italiano,4,3,25.0
¿Puedes sugerirme comidas de Italia?,1,meal_suggestion,8.0,es,sugerir yo comida italia,5,4,20.0
¿Puedes sugerirme una comida italiana?,1,meal_suggestion,9.0,es,sugerir yo comida italiano,5,4,20.0
Por favor sugiérame comidas de Italia.,1,meal_suggestion,7.0,es,favor sugieramir comida italia,6,4,33.33333333333333
¿Puedes decirme un buen plato indio para hacer?,1,meal_suggestion,10.0,es,decirme buen plato indio hacer,8,5,37.5
¿Tienes alguna buena idea para la cena?,1,meal_suggestion,5.0,es,buen idea cena,7,3,57.14285714285714
¿Cuál es una receta china sencilla para la cena?,1,meal_suggestion,7.0,es,ser receta chino sencillo cena,9,5,44.44444444444444
¿Conoces buenos platos de pasta?,1,meal_suggestion,7.0,es,conoz buen plato pasta,5,4,20.0
¿Qué puedo hacer para cenar con carne molida?,1,meal_suggestion,9.0,es,hacer cenar carne molido,8,4,50.0
necesito nuevas ideas para la cena,1,meal_suggestion,5.0,es,necesitar idea cena,6,3,50.0
¿Qué puedo hacer para cenar?,1,meal_suggestion,6.0,es,hacer cenar,5,2,60.0
¿Conoces algún plato griego que pueda preparar para la cena?,1,meal_suggestion,11.0,es,plato griego preparar cena,10,4,60.0
¿Cuál crees que sería una buena cena?,1,meal_suggestion,9.0,es,creser ser buen cena,7,4,42.857142857142854
¿Qué estaría bien para cenar?,1,meal_suggestion,6.0,es,estar cenar,5,2,60.0
¿Qué debería cenar?,1,meal_suggestion,6.0,es,deber cenar,3,2,33.33333333333333
Me gustaría recibir sugerencias para cenar comida tailandesa.,1,meal_suggestion,9.0,es,gustar recibir sugerencia cenar comida tailandes,8,6,25.0
Dame sugerencias para cenas de cocina italiana.,1,meal_suggestion,6.0,es,dame sugerencia cena cocina italiano,7,5,28.57142857142857
¿Podrías darme sugerencias para cenar con cocina italiana?,1,meal_suggestion,9.0,es,podriar dar yo sugerencia cenar cocina italiano,8,7,12.5
Necesito sugerencias para cenar comida mexicana.,1,meal_suggestion,7.0,es,necesitar sugerencia cenar comida mexicano,6,5,16.666666666666664
¿Cómo es la pizza por aquí?,1,meal_suggestion,6.0,es,como ser piza,6,3,50.0
¿Cuál es la mejor pizzería por aquí?,1,meal_suggestion,7.0,es,ser pizzeria,7,2,71.42857142857143
que rica es la pizza aqui,1,meal_suggestion,6.0,es,rico ser piza,6,3,50.0
¿Qué sugerirías para cenar?,1,meal_suggestion,6.0,es,sugeriria cenar,4,2,50.0
necesito ideas para la cena,1,meal_suggestion,4.0,es,necesitar idea cena,5,3,40.0
Necesito una sugerencia de comida mexicana,1,meal_suggestion,6.0,es,necesitar sugerencia comida mexicano,6,4,33.33333333333333
Ayúdame a decidir qué comida mexicana quiero.,1,meal_suggestion,8.0,es,ayudame decidir comida mexicano querer,7,5,28.57142857142857
¿Qué tipo de comida mexicana debería comer?,1,meal_suggestion,8.0,es,tipo comida mexicano deber comer,7,5,28.57142857142857
¿Qué comida mexicana sería buena?,1,meal_suggestion,6.0,es,comida mexicano ser buen,5,4,20.0
"Necesito cocinar, ¿qué debo hacer?",1,meal_suggestion,8.0,es,necesitar cocinar deber hacer,5,4,20.0
"No puedo decidirme por la cena, ¿qué sugieres?",1,meal_suggestion,9.0,es,no decidir yo cena sugieres,8,5,37.5
sugiérame una buena comida mexicana,1,meal_suggestion,7.0,es,sugieramir buen comida mexicano,5,4,20.0
¿Tiene alguna sugerencia para una comida de Australia?,1,meal_suggestion,10.0,es,sugerencia comida australia,8,3,62.5
Me gustaría que me dieras una idea para una comida islandia.,1,meal_suggestion,13.0,es,gustar dieras idea comida islandio,11,5,54.54545454545454
¿Puedes sugerir alguna buena comida de Chicago?,1,meal_suggestion,8.0,es,sugerir buen comida chicago,7,4,42.857142857142854
por favor sugiérame una comida de italia,1,meal_suggestion,8.0,es,favor sugieramir comida italia,7,4,42.857142857142854
¿Puedes sugerirme alguna comida de Nigeria?,1,meal_suggestion,9.0,es,sugerir yo comida nigeria,6,4,33.33333333333333
¿Puedes darme una sugerencia de comida para la cocina sueca?,1,meal_suggestion,10.0,es,dar yo sugerencia comida cocina sueco,10,6,40.0
¿Tiene alguna buena recomendación para la cocina suiza?,1,meal_suggestion,9.0,es,buen recomendacion cocina suizo,8,4,50.0
Estoy buscando una buena sugerencia para la cocina nórdica.,1,meal_suggestion,9.0,es,estar buscar buen sugerencia cocina nordico,9,6,33.33333333333333
¿Qué es una buena comida francesa?,1,meal_suggestion,5.0,es,ser buen comida frances,6,4,33.33333333333333
Estoy buscando sugerencias de comida italiana.,1,meal_suggestion,6.0,es,estar buscar sugerencia comida italiano,6,5,16.666666666666664
quiero que me des una sugerencia sobre que hacer para cenar,1,meal_suggestion,14.0,es,querer dser sugerencia hacer cenar,11,5,54.54545454545454
quiero una sugerencia de comida italiana,1,meal_suggestion,6.0,es,querer sugerencia comida italiano,6,4,33.33333333333333
necesito una sugerencia de comida italiana,1,meal_suggestion,6.0,es,necesitar sugerencia comida italiano,6,4,33.33333333333333
Por favor dame una sugerencia sobre qué hacer para la cena.,1,meal_suggestion,11.0,es,favor da yo sugerencia hacer cena,11,6,45.45454545454545
